id,ISD07,ISD04,ISD05,ISD08,ISD14,ISD28,Reli01,Reli02,Reli03,Reli04,Reli05,Reli06,Reli07,Reli08,Reli09,Reli10,Religiosidad,EAR01,EAR02,EAR03,EAR04,EAR05,EAR06,EAR07,EAR08,EAR09,EAR10,Autoestima,SASS01,SASS02,SASS03,SASS04,SASS05,SASS06,SASS07,SASS08,SASS09,SASS10,SASS11,SASS12,SASS13,SASS14,SASS15,SASS16,SASS17,SASS18,SASS19,SASS20,SASS21,SASS_Total
11,Femenino,Chile,44,44,4. Media completa / TÈcnica incompleta.,No,2,2,2,3,2,3,4,2,2,2,24,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,0,3,3,0,3,3,3,2,1,3,3,3,2,0,2,1,3,2,1,3,2,41
44,Masculino,Chile,41,44,5. Universitaria incompleta / TÈcnica completa,No,3,2,3,3,2,3,3,3,3,3,28,4,3,Muy en desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,Muy en desacuerdo,32,0,2,2,2,2,1,1,1,1,2,3,2,3,2,3,3,2,3,3,1,3,39
22,Femenino,chile,41,41,3. Media incompleta.,No,4,4,4,4,4,4,4,2,3,4,37,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,3,0,3,3,3,3,2,3,3,2,3,3,3,2,2,1,3,3,0,0,3,45
19,Femenino,chilena,39,39,2. B·sica completa.,No,1,1,1,3,1,1,1,1,1,1,12,4,4,Muy en desacuerdo,3,De acuerdo,4,4,En desacuerdo,Muy en desacuerdo,En desacuerdo,35,3,0,1,1,1,1,0,1,1,3,3,2,2,0,1,1,2,2,2,1,3,28
16,Femenino,chile,36,36,3. Media incompleta.,No,3,3,3,3,3,3,4,4,3,3,32,4,3,Muy en desacuerdo,3,Muy en desacuerdo,3,3,En desacuerdo,En desacuerdo,En desacuerdo,33,0,3,3,2,2,3,3,1,1,2,3,2,3,2,3,2,2,3,3,3,2,46
4,Femenino,Chile,35,35,4. Media completa / TÈcnica incompleta.,No,4,3,3,3,3,3,4,3,2,3,31,1,1,Muy en desacuerdo,4,Muy en desacuerdo,1,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,31,3,0,2,3,2,2,3,3,2,3,3,3,3,1,2,2,3,3,3,3,3,49
25,Masculino,chile,34,34,5. Universitaria incompleta / TÈcnica completa,No,3,2,3,3,3,3,3,3,3,3,29,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,3,3,2,2,2,3,2,2,3,2,3,2,3,3,3,3,2,2,3,48
56,Masculino,Chile,33 a√±os,35,4. Media completa / TÈcnica incompleta.,SÌ,1,1,1,1,1,1,1,1,1,1,10,3,3,De acuerdo,3,De acuerdo,3,3,Muy de acuerdo,De acuerdo,De acuerdo,24,3,0,2,2,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,39
15,Femenino,Chile,34,34,5. Universitaria incompleta / TÈcnica completa,No,2,2,3,3,2,3,3,2,2,3,25,3,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,34,2,0,2,2,1,1,0,2,2,2,3,2,2,1,2,1,2,3,3,2,3,35
45,Masculino,Chile,35,35,4. Media completa / TÈcnica incompleta.,No,3,2,3,2,2,2,4,3,3,3,27,4,4,Muy en desacuerdo,4,En desacuerdo,4,4,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,3,0,3,1,2,2,3,1,0,2,2,1,3,1,1,3,3,2,2,3,2,38
42,Masculino,Chile,35,35,5. Universitaria incompleta / TÈcnica completa,No,4,3,4,3,4,3,4,3,3,3,34,4,3,Muy en desacuerdo,3,Muy en desacuerdo,3,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,35,0,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,42
53,Masculino,Chile,35 a√±os,35,4. Media completa / TÈcnica incompleta.,No,1,2,4,4,4,4,4,4,4,4,35,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,0,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,1,3,51
12,Masculino,chile,34,34,4. Media completa / TÈcnica incompleta.,SÌ,2,1,2,2,2,1,2,2,2,2,18,3,4,Muy de acuerdo,3,De acuerdo,1,1,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,18,0,2,2,2,2,1,1,1,1,1,1,1,1,0,2,2,2,2,3,1,2,28
35,Masculino,Chile,34,34,5. Universitaria incompleta / TÈcnica completa,No,3,2,2,3,2,3,3,3,2,3,26,3,4,Muy en desacuerdo,4,En desacuerdo,4,3,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,2,0,2,2,2,2,3,2,1,2,2,2,2,0,2,2,1,2,3,1,2,35
18,Femenino,chile,15 a√±os,33,4. Media completa / TÈcnica incompleta.,No,3,3,3,3,2,3,3,3,2,3,28,3,3,En desacuerdo,2,De acuerdo,2,2,De acuerdo,De acuerdo,De acuerdo,23,0,2,3,3,0,3,2,3,1,3,3,3,3,2,3,3,3,2,2,2,2,46
61,Masculino,Chile,34 a√±os,34,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,3,0,3,2,2,3,3,2,1,2,3,2,2,0,3,2,3,3,2,2,3,43
28,Femenino,Chile,33 a√±os,33,5. Universitaria incompleta / TÈcnica completa,No,4,3,4,3,2,4,4,4,1,3,32,3,3,En desacuerdo,3,En desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,31,3,0,3,3,2,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,3,49
46,Masculino,Chile,33,33,4. Media completa / TÈcnica incompleta.,No,3,2,3,3,3,3,3,3,3,3,29,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,38,3,0,3,3,2,2,2,2,2,2,3,2,3,2,2,3,0,3,2,2,2,43
24,Femenino,Chile,33,33,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,En desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,38,3,0,2,2,2,2,3,1,1,2,3,2,2,1,3,3,3,3,2,2,2,42
11,Femenino,chile,34 a√±os,34,4. Media completa / TÈcnica incompleta.,No,1,2,1,1,1,2,3,1,1,2,15,2,3,De acuerdo,3,De acuerdo,1,2,Muy de acuerdo,De acuerdo,De acuerdo,20,0,3,3,3,2,2,2,2,1,2,2,2,3,0,3,3,3,2,3,0,1,41
10,Femenino,Chile,34,34,6. Universitaria completa.,No,2,3,2,3,2,3,3,3,2,3,26,1,1,Muy en desacuerdo,1,Muy en desacuerdo,1,1,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,22,2,0,2,2,2,1,0,2,0,2,3,2,3,0,3,3,3,1,3,3,3,37
6,Femenino,chile,33,33,4. Media completa / TÈcnica incompleta.,No,2,3,3,3,2,2,3,2,3,2,25,3,3,Muy en desacuerdo,3,Muy en desacuerdo,3,3,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,34,0,2,3,2,1,3,2,1,1,3,3,3,3,1,3,2,2,3,3,2,2,43
12,Femenino,Chile,33,33,3. Media incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,2,1,1,2,2,1,0,2,2,2,3,1,2,1,3,1,1,2,2,32
1,Femenino,Chile,33,33,4. Media completa / TÈcnica incompleta.,SÌ,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,3,Muy en desacuerdo,3,3,De acuerdo,En desacuerdo,Muy de acuerdo,28,0,3,3,2,1,2,2,1,1,1,3,2,3,1,2,2,2,3,2,0,3,36
9,Masculino,chile,33,33,6. Universitaria completa.,No,2,3,3,3,2,3,3,3,2,3,27,1,1,Muy de acuerdo,1,Muy en desacuerdo,1,1,De acuerdo,Muy de acuerdo,Muy de acuerdo,14,0,3,3,3,2,2,2,3,1,2,3,2,3,3,3,3,2,2,3,2,3,47
44,Masculino,Chile,33,33,4. Media completa / TÈcnica incompleta.,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,Muy en desacuerdo,4,De acuerdo,3,2,Muy de acuerdo,En desacuerdo,En desacuerdo,29,3,0,3,2,2,1,1,1,1,1,2,1,2,1,3,3,3,2,1,2,2,35
15,Femenino,chile,33,33,4. Media completa / TÈcnica incompleta.,SÌ,2,2,1,1,2,1,1,1,2,1,14,2,2,En desacuerdo,2,En desacuerdo,3,2,De acuerdo,En desacuerdo,En desacuerdo,25,0,NA,3,3,0,3,3,2,2,2,3,2,3,2,3,2,2,3,3,2,2,NA
2,Femenino,Chile,32 a√±os,32,4. Media completa / TÈcnica incompleta.,No,3,2,3,3,3,3,3,3,3,3,29,3,3,En desacuerdo,3,De acuerdo,3,2,Muy de acuerdo,En desacuerdo,De acuerdo,25,3,0,3,2,2,2,2,1,1,2,2,1,3,1,2,3,1,1,3,0,2,35
29,Femenino,Chile,32 a√±os,32,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,3,2,2,1,2,20,3,4,Muy en desacuerdo,4,En desacuerdo,4,3,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,36,3,0,3,2,3,3,3,3,3,2,3,3,3,2,3,3,0,3,2,2,3,49
21,Femenino,Chile,32,32,5. Universitaria incompleta / TÈcnica completa,No,3,2,3,3,2,3,3,3,3,3,28,4,2,En desacuerdo,4,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,30,3,0,3,2,1,2,2,2,1,2,3,2,2,1,2,2,2,3,2,1,2,38
26,Femenino,chile,32,32,5. Universitaria incompleta / TÈcnica completa,No,2,3,2,2,2,2,2,2,2,2,21,3,4,En desacuerdo,3,En desacuerdo,3,3,En desacuerdo,En desacuerdo,En desacuerdo,31,2,0,2,0,2,2,2,2,1,2,2,2,3,1,2,3,3,2,0,3,2,36
23,Femenino,Chile,32 a√±os,32,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,3,3,De acuerdo,3,Muy de acuerdo,2,2,Muy de acuerdo,De acuerdo,De acuerdo,21,0,2,2,2,2,0,1,0,0,2,3,2,3,2,1,0,2,2,1,1,2,28
20,Masculino,chile,31,31,4. Media completa / TÈcnica incompleta.,SÌ,3,3,4,3,3,4,4,3,1,3,31,4,4,Muy en desacuerdo,4,En desacuerdo,4,3,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,34,3,0,3,1,0,2,1,2,1,3,2,2,1,3,0,2,2,3,3,2,2,36
49,Femenino,Francia,37 a√±os,37,2. B·sica completa.,No,3,3,2,3,3,2,3,3,3,3,28,3,3,En desacuerdo,3,De acuerdo,2,3,De acuerdo,En desacuerdo,Muy en desacuerdo,28,1,0,2,3,1,0,0,2,0,2,2,2,3,1,1,1,0,1,2,2,1,26
13,Femenino,chile,32,32,5. Universitaria incompleta / TÈcnica completa,No,3,3,3,3,2,3,3,3,3,3,29,3,3,Muy en desacuerdo,3,De acuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,31,3,0,3,2,1,2,2,2,2,2,2,2,2,1,1,2,3,3,1,1,2,37
10,Femenino,chile,31,31,4. Media completa / TÈcnica incompleta.,No,2,2,2,2,2,2,2,2,2,2,20,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,3,0,3,1,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,49
13,Femenino,Chlie,31,31,4. Media completa / TÈcnica incompleta.,No,3,3,3,3,3,3,3,3,3,3,30,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,3,0,3,2,2,2,3,3,2,2,3,2,3,1,2,2,2,3,1,2,3,43
45,Masculino,Chile,33 a√±os,33,4. Media completa / TÈcnica incompleta.,No,4,4,4,4,1,4,4,1,4,1,31,4,4,En desacuerdo,4,En desacuerdo,4,4,En desacuerdo,En desacuerdo,En desacuerdo,35,3,0,3,3,2,2,2,2,1,2,3,2,2,1,1,3,1,3,3,2,3,41
21,Masculino,chile,32,32,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,En desacuerdo,35,0,3,3,3,2,1,1,2,1,2,3,2,3,1,3,3,2,3,2,1,2,41
29,Masculino,chile,31,31,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,De acuerdo,En desacuerdo,28,3,0,3,3,3,2,2,3,2,2,3,2,1,2,3,3,3,3,1,3,3,47
60,Masculino,Chile,32 a√±os,32,4. Media completa / TÈcnica incompleta.,No,3,3,3,3,3,3,3,3,3,3,30,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,38,0,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,40
11,Femenino,chile,32,32,4. Media completa / TÈcnica incompleta.,SÌ,2,2,2,2,2,4,3,3,2,3,25,3,3,En desacuerdo,3,En desacuerdo,3,4,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,30,0,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,2,2,2,2,2,40
57,Masculino,Chile,31 a√±os,31,4. Media completa / TÈcnica incompleta.,No,3,3,3,2,2,3,3,2,3,2,26,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,4,De acuerdo,De acuerdo,Muy en desacuerdo,35,0,2,2,2,1,2,2,3,1,3,1,1,3,3,2,3,0,2,3,2,2,38
47,Masculino,Chile,31,31,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,3,0,3,2,3,3,2,2,1,2,3,2,2,0,2,3,3,3,1,1,2,41
25,Femenino,Chile,30 a√±os,30,4. Media completa / TÈcnica incompleta.,No,1,4,1,4,1,4,4,3,3,4,29,4,3,Muy en desacuerdo,3,Muy en desacuerdo,4,2,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,33,2,0,2,3,2,3,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,50
4,Femenino,Chile,30 a√±os,30,5. Universitaria incompleta / TÈcnica completa,No,3,2,2,2,1,3,4,2,2,2,23,4,4,Muy en desacuerdo,3,Muy en desacuerdo,3,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,34,3,0,3,1,2,2,3,1,0,2,3,2,3,0,1,1,3,2,1,2,2,35
58,Masculino,Chile,31 a√±os,31,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,3,Muy en desacuerdo,1,Muy de acuerdo,1,1,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,24,0,3,3,2,1,2,1,2,1,1,1,1,2,0,1,1,2,2,2,0,0,28
26,Femenino,Chile,30 a√±os,30,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,4,Muy en desacuerdo,3,3,Muy de acuerdo,Muy de acuerdo,De acuerdo,27,0,1,1,2,2,2,2,2,1,2,3,2,1,0,3,2,2,2,1,2,3,33
6,Femenino,Chile,30 a√±os,30,5. Universitaria incompleta / TÈcnica completa,SÌ,2,3,3,3,1,3,2,2,1,2,22,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,35,1,0,1,3,0,1,0,2,1,3,3,3,3,0,1,3,2,3,2,3,1,35
15,Femenino,Chile,30 a√±os,30,5. Universitaria incompleta / TÈcnica completa,No,1,1,3,3,1,1,1,1,1,1,14,3,3,En desacuerdo,2,En desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,30,2,0,2,3,0,2,2,2,1,1,2,2,2,1,2,2,3,2,2,0,2,33
22,Masculino,Chile,31,31,5. Universitaria incompleta / TÈcnica completa,No,4,1,4,4,4,4,4,4,4,4,37,1,3,Muy en desacuerdo,2,Muy de acuerdo,3,2,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,28,0,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,0,3,3,52
28,Masculino,chile,30,30,2. B·sica completa.,No,3,1,4,4,4,1,1,1,1,4,24,4,4,Muy de acuerdo,4,Muy de acuerdo,3,4,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,24,0,3,2,3,2,2,1,3,3,3,3,2,3,1,3,3,0,0,3,1,3,41
8,Femenino,Chile,29 a√±os,29,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,1,2,1,2,18,3,3,En desacuerdo,4,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,30,1,0,1,2,1,2,1,2,1,2,2,2,2,2,3,1,3,2,2,0,2,32
8,Femenino,chile,29,29,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,En desacuerdo,Muy en desacuerdo,35,2,0,1,3,0,1,1,3,3,3,3,3,1,3,2,3,3,2,2,0,1,39
19,Masculino,chile,29,29,4. Media completa / TÈcnica incompleta.,No,2,3,2,2,3,2,2,3,2,2,23,3,3,En desacuerdo,3,En desacuerdo,4,3,De acuerdo,De acuerdo,En desacuerdo,29,3,0,2,1,2,2,2,2,1,2,3,2,2,1,2,2,3,3,3,1,2,39
5,Femenino,chile,29,29,5. Universitaria incompleta / TÈcnica completa,No,2,2,3,2,2,3,3,4,3,3,27,4,4,En desacuerdo,4,En desacuerdo,3,3,Muy de acuerdo,De acuerdo,En desacuerdo,30,3,0,2,3,0,2,3,1,1,2,3,2,2,1,2,2,1,2,2,3,2,37
19,Masculino,Chile,30 a√±os,30,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,2,2,3,3,3,18,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,De acuerdo,Muy en desacuerdo,En desacuerdo,36,3,0,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,1,3,50
48,Masculino,Chile,37,37,4. Media completa / TÈcnica incompleta.,No,3,2,3,3,3,3,3,2,3,3,28,1,1,Muy de acuerdo,1,En desacuerdo,1,1,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,12,3,0,0,3,1,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,48
13,Masculino,chile,30 a√±os,30,4. Media completa / TÈcnica incompleta.,No,1,1,2,2,1,2,1,2,2,1,15,4,3,En desacuerdo,2,De acuerdo,2,2,De acuerdo,En desacuerdo,En desacuerdo,26,2,0,0,3,2,2,2,3,1,2,3,2,3,2,3,3,2,3,1,2,2,41
22,Femenino,Chile,29,29,4. Media completa / TÈcnica incompleta.,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,3,0,3,3,2,0,0,3,2,2,3,3,3,1,3,3,0,2,2,3,3,41
8,Masculino,chile,23,23,4. Media completa / TÈcnica incompleta.,No,2,1,2,2,2,2,2,3,2,2,20,3,3,En desacuerdo,3,En desacuerdo,3,2,Muy de acuerdo,En desacuerdo,En desacuerdo,27,2,0,3,3,2,2,2,3,2,2,3,2,2,1,2,2,2,2,1,0,1,38
9,Masculino,chile,28 a√±os,29,5. Universitaria incompleta / TÈcnica completa,SÌ,1,1,1,1,1,1,1,1,1,1,10,3,3,En desacuerdo,4,Muy de acuerdo,1,1,Muy de acuerdo,De acuerdo,En desacuerdo,22,0,3,3,2,3,3,3,2,2,2,2,2,3,0,3,3,3,2,1,3,3,45
42,Masculino,Chile,29 a√±os,29,5. Universitaria incompleta / TÈcnica completa,No,3,3,3,3,2,3,3,3,3,2,28,3,3,Muy en desacuerdo,4,Muy en desacuerdo,3,3,De acuerdo,Muy en desacuerdo,En desacuerdo,33,3,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,38
6,Femenino,Chile,28 a√±os,28,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,2,1,1,1,1,11,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,40,3,0,3,2,3,2,2,2,1,2,3,3,3,2,2,2,3,3,2,1,2,44
7,Femenino,Chile,29 a√±os,29,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,2,2,2,2,20,4,4,Muy en desacuerdo,4,En desacuerdo,4,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,3,0,3,3,2,2,2,2,2,3,3,2,2,1,2,3,2,3,2,3,2,45
23,Femenino,Chile,31,31,6. Universitaria completa.,No,3,2,4,4,3,4,3,3,1,3,30,4,4,Muy en desacuerdo,4,Muy en desacuerdo,3,3,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,34,0,2,2,3,1,3,3,2,1,2,2,2,3,2,3,3,2,3,0,2,2,41
17,Masculino,chile,29,29,4. Media completa / TÈcnica incompleta.,No,3,1,3,3,1,3,4,4,3,1,26,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,3,3,3,3,3,3,2,2,3,3,3,1,0,0,1,3,3,3,1,45
33,Femenino,Chile,28,28,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,3,2,2,4,3,1,3,21,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,4,Muy de acuerdo,De acuerdo,En desacuerdo,31,3,0,3,3,2,2,3,2,1,2,3,2,3,2,3,2,1,2,2,2,2,43
24,Masculino,chile,39,39,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,3,3,2,2,22,3,3,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,De acuerdo,En desacuerdo,28,3,0,3,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,1,44
38,Femenino,Chile,28 a√±os,28,3. Media incompleta.,No,2,2,3,3,2,3,3,3,1,1,23,4,4,En desacuerdo,4,De acuerdo,4,3,De acuerdo,De acuerdo,De acuerdo,30,3,0,2,2,2,1,2,3,1,2,1,1,1,1,1,1,3,2,2,2,2,33
23,Femenino,Chile,28,28,4. Media completa / TÈcnica incompleta.,No,2,3,3,3,1,3,3,3,2,3,26,4,3,Muy en desacuerdo,4,En desacuerdo,3,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,34,3,0,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,3,40
33,Femenino,Chile,28 a√±os,28,5. Universitaria incompleta / TÈcnica completa,No,2,3,2,2,2,2,2,3,2,2,22,3,3,En desacuerdo,3,En desacuerdo,3,3,De acuerdo,En desacuerdo,En desacuerdo,29,2,0,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,34
7,Masculino,Chile,27,28,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,4,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,39,3,0,3,3,3,2,1,3,2,3,3,3,3,3,3,3,2,3,0,2,3,48
9,Femenino,Chile,28 a√±os,28,5. Universitaria incompleta / TÈcnica completa,No,2,2,3,1,1,2,3,3,2,3,22,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,37,2,0,3,3,3,1,1,3,2,2,3,2,3,2,3,3,2,3,2,2,2,45
24,Femenino,Chile,25 a√±os,28,5. Universitaria incompleta / TÈcnica completa,No,1,1,1,1,1,1,1,1,1,1,10,3,3,De acuerdo,3,En desacuerdo,3,3,De acuerdo,De acuerdo,De acuerdo,26,3,0,3,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,40
27,Femenino,chile,28,28,6. Universitaria completa.,SÌ,4,3,4,4,3,4,4,3,4,4,37,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,1,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,37,0,3,2,3,0,3,3,2,1,2,3,2,3,2,1,2,2,3,3,3,3,43
17,Masculino,chile,29 a√±os,29,2. B·sica completa.,SÌ,3,2,3,3,2,3,3,3,2,3,27,3,3,De acuerdo,3,En desacuerdo,3,3,Muy de acuerdo,Muy de acuerdo,De acuerdo,24,3,0,3,2,1,1,1,1,2,2,3,1,2,1,2,2,1,1,3,0,2,32
33,Masculino,chile,28,28,5. Universitaria incompleta / TÈcnica completa,No,2,2,2,2,2,2,3,2,2,2,21,4,3,En desacuerdo,3,Muy en desacuerdo,3,4,De acuerdo,En desacuerdo,Muy en desacuerdo,33,0,3,3,3,0,2,2,3,2,2,2,3,3,3,2,2,2,3,1,1,2,42
17,Femenino,Chile,29 a√±os,29,2. B·sica completa.,No,1,1,1,1,1,1,1,1,1,1,10,3,2,De acuerdo,3,En desacuerdo,3,3,En desacuerdo,En desacuerdo,En desacuerdo,28,0,3,3,2,1,2,3,1,1,1,1,1,1,1,1,0,1,1,2,1,2,27
9,Femenino,chile,28,28,4. Media completa / TÈcnica incompleta.,SÌ,3,4,3,4,3,4,4,3,3,4,35,4,4,Muy en desacuerdo,4,Muy de acuerdo,4,1,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,32,3,0,3,1,0,3,3,1,0,1,1,1,3,1,2,2,2,3,3,3,3,36
17,Femenino,Chile,27,27,5. Universitaria incompleta / TÈcnica completa,No,1,1,2,2,1,1,2,2,2,2,16,3,2,Muy de acuerdo,3,De acuerdo,2,2,De acuerdo,De acuerdo,De acuerdo,21,0,2,2,1,1,0,1,1,0,2,2,1,2,1,2,2,1,2,1,2,1,26
24,Masculino,chile,27,27,4. Media completa / TÈcnica incompleta.,No,2,2,3,3,2,1,3,3,1,1,21,4,3,Muy en desacuerdo,4,En desacuerdo,3,3,En desacuerdo,En desacuerdo,Muy en desacuerdo,34,2,0,3,2,2,2,2,2,1,2,2,2,3,1,1,2,3,2,2,2,2,38
24,Femenino,Chile,27,27,5. Universitaria incompleta / TÈcnica completa,No,3,3,2,2,1,3,2,2,1,2,21,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,37,3,0,2,3,0,2,0,3,1,3,3,3,3,2,3,3,2,3,2,2,2,43
5,Femenino,Chile,27 a√±os,27,4. Media completa / TÈcnica incompleta.,No,4,4,4,4,4,4,4,4,4,4,40,4,4,Muy en desacuerdo,4,Muy en desacuerdo,4,3,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,36,0,3,3,3,1,3,3,2,2,3,2,2,3,2,2,2,3,2,2,2,3,45
